bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
6819,7271,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,17,3950,3,,,,,,,,,1514,63,3,39,105,63,,,,,,,28,44,,,237,52,,,,,,,,,,,,,,,,,,,,,22,41,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,245,39,99,55,,,,,,,,,,,,,16,75,,,,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,,,,,94,40,,,9,36,,,,,,,,,,,,,,,,,,,,,480,10,,,,,39,50,,,,,,,153,45,,,,,,,,,,,,,,,,,,,,,17,16,,,,,,,,,,,,,47,37,,,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,51
2392,6680,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,10,,,,,,,102,17,,,,,,,641,33,,,,,42,9,,,3134,27,,,259,40,,,36,4,149,8,56,31,,,588,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,25,,,,,,,,,,,,,,,,,327,31,262,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253,20,,,28,25,,,,,,,,,,,,,,,,,,,,,327,18,,,,,135,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,13,,,,,,,28,12,,,,,84,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,33
2398,6380,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,29,267,69,,,,,,,,,4972,17,3,37,164,50,,,,,,,26,45,,,463,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,46,,,,,,,,,,,,,,,,,,,,,,,,,29,55,,,,,,,,,,,,,169,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,55,,,,,,,,,,,,,,,,,,,20,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39856,6347,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,8,,,,,,,,,,,,,,,38,12,,,,,,,54,21,,,,,20,33,549,41,,,,,,,,,1577,59,,,1386,13,,,,,,,7,102,,,554,24,,,,,,,,,,,,,,,,,,,,,129,11,,,,,,,,,,,49,24,,,,,,,,,,,,,,,,,716,15,,,,,,,,,,,,,,,23,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,30,,,,,,,,,,,,,,,,,,,,,188,22,,,,,160,28,,,,,,,570,18,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,30
2719,6198,30,,,,,,,,,,,56,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,72,,,,,,,8,55,,,,,15,38,478,47,,,,,,,,,3948,21,5,20,255,41,8,19,,,,,23,49,,,454,32,,,,,,,,,,,,,,,,,,,,,84,18,,,,,,,,,,,18,35,,,,,,,,,,,,,,,,,278,33,,,,,,,,,,,,,,,36,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,52,,,,,,,,,,,,,,,,,,,,,,,,,36,50,,,,,,,,,,,,,188,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,34,,,,,,,,,,,,,,,,,,,,,,,,,16,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,27
2952,5880,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,18,,,,,,,,,,,,,64,13,597,36,,,,,,,,,2810,30,,,576,25,,,43,3,,,116,19,,,611,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,18,,,,,,,3,11,389,27,29,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188,25,,,53,15,,,,,,,,,,,,,,,,,,,,,,,,,,,106,35,,,,,,,90,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18011,5849,32,,,,,,,,,,,47,14,,,,,,,,,,,,,,,,,6,5,,,,,,,34,4,,,,,,,,,19,24,,,,,,,29,28,,,,,,,153,104,,,,,,,,,2577,33,4,30,763,22,19,14,3,18,,,11,77,,,128,83,,,,,,,,,,,,,,,,,,,,,28,34,103,4,,,12,15,,,,,15,40,,,,,,,23,16,,,,,,,,,98,71,632,16,,,,,,,,,4,3,,,47,20,,,,,,,3,3,,,,,,,,,,,5,2,,,,,,,13,3,,,,,16,9,,,,,,,,,,,,,60,54,5,14,9,37,,,,,,,,,,,,,,,,,,,,,68,35,,,,,233,22,,,,,,,405,24,,,,,,,,,,,,,,,,,6,9,15,3,18,15,,,,,,,,,,,,,25,51,,,,,9,7,,,,,,,,,,,,,16,26,,,,,14,31,,,18,2,,,,,93,10,,,,,,,,,,,5,8,,,,,,,,,,,58,54
11733,5713,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,93,,,,,,,9,2,1399,68,,,,,,,,,,,,,,,280,46,,,,,,,,,,,,,,,,,,,,,,,,,,,369,1,,,,,19,34,,,,,,,,,,,,,,,,,3232,3,59,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,,,,,,93,4,,,,,48,10,,,,,6,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2921,5646,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,51,,,,,,,,,,,,,,,385,53,,,,,,,,,3452,25,,,,,,,,,,,,,,,178,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1196,12,,,,,,,,,,,,,38,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,5633,35,,,,,,,,,,,154,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149,106,,,,,,,,,1441,65,,,386,35,,,,,,,19,51,,,133,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,12,,,,,,,,,123,59,2816,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,47,,,,,,,,,,,,,,,,,,,64,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,5557,36,,,,,,,,,,,25,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,37,,,,,,,28,29,,,,,23,31,210,83,,,,,,,,,2069,47,4,28,1464,11,,,,,,,47,32,,,423,36,,,,,,,,,,,,,,,,,,,,,56,25,,,,,,,,,,,21,32,,,,,,,,,,,,,,,,,272,35,,,,,,,,,,,,,,,49,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,13,57,12,,,,,,,,,,,,,,,,,,,,,54,40,,,,,119,33,,,,,,,2,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,22,,,,,,,,,,,,,33,11,,,,,,,,,,,9,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,482,14
5432,5465,37,,,,,,,,,,,75,10,,,10,2,,,,,,,,,,,,,,,24,16,,,,,49,3,,,,,,,,,,,,,,,,,,,,,,,,,259,71,,,,,,,,,1748,54,,,921,18,,,,,157,7,24,47,,,151,70,,,,,,,,,,,,,,,18,4,,,,,56,26,309,3,,,,,,,,,,,,,,,,,259,6,,,,,,,,,200,43,100,54,,,,,,,,,,,,,31,34,,,,,,,,,,,,,,,,,19,9,,,,,,,,,12,5,,,47,3,,,,,,,,,,,,,,,105,38,14,4,27,26,,,,,,,,,,,,,,,10,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,49,,,,,55,3,,,48,2,,,603,2,,,,,,,,,,,27,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,42
1258,5054,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,33,,,,,,,721,31,,,,,,,,,4257,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,4922,39,,,,,,,,,,,15,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,34,,,,,,,14,38,,,,,57,15,322,61,,,,,,,,,2648,32,3,36,246,42,,,6,16,116,10,19,52,,,324,44,,,,,,,,,,,,,,,,,,,,,88,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,70,,,,,,,,,,,,,,,40,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628,10,,,20,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,50,,,,,,,,,,,,,,,,,,,,,7,23,,,,,,,,,,,,,45,38,,,,,,,,,,,,,,,,,,,,,,,,,13,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,43
2785,4658,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,3,,,,,,,,,,,,,6,59,184,94,,,,,,,,,508,146,5,21,2145,6,,,12,12,,,9,85,,,504,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,20,33,90,,,,,,,,,,,,,,,,,,,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,511,13,,,,,,,,,,,,,,,,,,,,,5,1,,,26,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,19,117
2407,4586,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,170,,,,,,,,,4412,18,,,94,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13713,4558,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,42,,,,,,,,,,,,,43,20,829,28,,,,,,,,,1178,79,,,410,32,,,12,13,,,67,29,,,653,19,,,,,,,,,,,,,,,,,,,,,22,42,,,,,,,,,,,16,38,,,,,,,,,,,,,6,5,,,263,36,246,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,59,,,,,,,,,,,,,,,,,,,,,,,,,87,33,,,,,346,14,,,,,,,128,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,41,,,,,,,,,,,,,,,,,,,23,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126,32
1111,4211,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,36,,,,,,,,,,,,,,,573,40,,,,,52,8,,,2236,42,,,516,28,,,,,,,,,,,122,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188834,4181,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640,34,,,,,,,,,3312,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36218,4041,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,30,,,,,,,27,30,,,,,8,52,860,26,,,,,,,,,1910,49,,,49,96,,,,,,,31,41,,,193,56,,,,,,,,,,,,,,,,,,,,,27,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,101,596,17,,,,,,,,,,,,,30,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,50,,,16,29,,,,,,,,,,,,,,,,,,,,,26,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,40
9209,3915,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,66,,,,,,,,,,,,,28,27,318,62,,,,,,,,,2367,37,,,107,62,,,,,4,26,76,28,,,7,396,,,,,,,,,,,,,,,,,,,,,15,46,,,,,,,,,,,14,42,,,,,,,,,,,,,,,,,237,40,152,44,,,,,,,,,,,,,18,63,,,,,,,,,,,,,,,,,3,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,34,4,15,55,14,,,,,,,,,,,,,,,,,,,,,139,28,,,,,,,,,,,,,138,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,26,,,,,,,,,,,,,6,18,,,,,,,,,,,,,,,,,,,,,17,21,,,,,,,,,,,,,,,,,,,,,,,,
3955,3906,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,65,,,,,,,198,9,,,,,,,94,148,,,,,,,,,1365,69,,,335,37,,,,,,,,,,,382,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,20,,,,,,,,,,,,,,,,,762,14,,,,,,,,,,,,,,,141,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,65,,,,,,,,,,,,,181,37,,,,,,,,,,,,,,,,,,,,,121,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233,24
1269,3815,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1427,16,,,,,,,,,1522,62,,,,,,,,,,,398,6,,,75,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,3796,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579,38,,,,,,,,,489,153,,,919,19,,,,,,,,,,,36,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132,58,757,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,36,,,,,,,268,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351,20
2399,3661,50,,,,,,,,,,,36,16,,,,,,,9,6,,,,,,,,,,,13,18,,,,,,,,,5,7,,,,,15,28,,,,,,,19,34,,,,,,,131,116,,,,,29,12,,,1607,57,8,15,405,34,,,,,10,23,10,82,,,186,57,,,,,,,,,,,,,,,,,,,,,48,29,,,,,,,,,,,33,27,,,,,,,,,,,,,,,,,135,57,191,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,58,,,,,,,,,,,7,3,,,,,,,,,,,,,49,44,,,,,120,32,,,,,9,13,335,26,,,,,,,,,,,,,,,,,,,8,5,16,17,,,,,,,,,,,,,20,57,,,,,,,,,,,,,,,,,,,20,23,,,,,,,,,,,,,,,28,16,,,,,,,,,,,,,,,,,,,,,,,106,37
178900,3652,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,47,,,,,,,42,26,,,,,,,304,65,,,,,,,,,2552,34,,,,,,,,,,,,,,,140,76,,,,,,,,,,,,,,,,,,,,,76,20,,,,,,,,,,,15,41,,,,,,,,,,,,,,,,,137,56,110,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,71,,,,,,,,,,,,,,,,,,,,,,,,,59,37,,,,,,,,,,,,,160,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,3625,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,26,,,,,,,,,,,,,,,,,,,,,,,,,2264,41,,,866,20,,,,,,,,,,,226,54,,,,,,,,,,,,,,,,,,,,,34,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,3499,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,59,,,,,,,14,37,,,,,20,32,164,101,,,,,,,,,2152,45,14,5,73,78,,,,,,,15,58,,,239,50,,,,,,,,,,,,,,,,,,,,,22,40,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,,171,48,290,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,64,,,12,31,,,,,,,,,,,,,,,,,,,,,14,79,,,,,40,49,,,,,,,93,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,60,,,,,,,,,,,,,,,,,,,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,45
73664,3428,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,843,102,,,,,,,,,,,,,,,2585,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,3388,55,,,,,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,39,,,,,,,,,,,,,5,62,211,82,,,,,,,,,2283,40,3,35,133,54,,,,,,,,,,,93,103,,,,,,,,,,,,,,,,,,,,,46,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,63,,,,,,,,,,,,,,,,,,,,,,,,,54,39,,,,,219,23,,,,,,,98,54,,,,,,,,,,,,,,,,,,,3,6,7,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,46
6887,3354,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2983,28,4,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,33,,,,,,,,,,,,,74,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5894,3347,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,82,,,,,,,,,,,,,,,296,66,,,,,,,,,1343,71,,,239,43,,,,,,,25,46,,,149,71,,,,,,,,,,,,,,,,,,,,,49,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,47,266,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,20,,,,,6,15,335,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,45,,,,,,,,,,,,,,,,,,,19,24,,,,,25,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,41
